series_id,period_end,fiscal_year,fiscal_quarter,entity,metric,value,units,source_type,source,notes
de_net_sales_and_revenues,2018-10-28,2019,4,company,worldwide net sales and revenues (fiscal quarter),9416.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001047469-18-007694",
de_net_sales_and_revenues,2019-01-27,2019,1,company,worldwide net sales and revenues (fiscal quarter),7983.6,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-19-001282",
de_net_sales_and_revenues,2019-04-28,2019,2,company,worldwide net sales and revenues (fiscal quarter),11342.4,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-19-005380",
de_net_sales_and_revenues,2019-07-28,2019,3,company,worldwide net sales and revenues (fiscal quarter),10036.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-19-008382",
de_net_sales_and_revenues,2019-11-03,2020,4,company,worldwide net sales and revenues (fiscal quarter),9896.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-19-011614",
de_net_sales_and_revenues,2020-02-02,2020,1,company,worldwide net sales and revenues (fiscal quarter),7631.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-20-001593",
de_net_sales_and_revenues,2020-05-03,2020,2,company,worldwide net sales and revenues (fiscal quarter),9253.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-20-007066",
de_net_sales_and_revenues,2020-08-02,2020,3,company,worldwide net sales and revenues (fiscal quarter),8925.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-20-010868",
de_net_sales_and_revenues,2020-11-01,2021,4,company,worldwide net sales and revenues (fiscal quarter),9731.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-20-014436",
de_net_sales_and_revenues,2021-01-31,2021,1,company,worldwide net sales and revenues (fiscal quarter),9112.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-21-001774",
de_net_sales_and_revenues,2021-05-02,2021,2,company,worldwide net sales and revenues (fiscal quarter),12058.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-21-007781",
de_net_sales_and_revenues,2021-08-01,2021,3,company,worldwide net sales and revenues (fiscal quarter),11527.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-21-012088",
de_net_sales_and_revenues,2021-10-31,2022,4,company,"worldwide net sales and revenues (fiscal Q4, derived FY minus 9M)",11327.0,USD_millions,derived,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-21-016864",FY less nine-month figure
de_net_sales_and_revenues,2022-01-30,2022,1,company,worldwide net sales and revenues (fiscal quarter),9569.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-22-001900",
de_net_sales_and_revenues,2022-05-01,2022,2,company,worldwide net sales and revenues (fiscal quarter),13370.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-22-009375",
de_net_sales_and_revenues,2022-07-31,2022,3,company,worldwide net sales and revenues (fiscal quarter),14102.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-22-014113",
de_net_sales_and_revenues,2022-10-30,2023,4,company,"worldwide net sales and revenues (fiscal Q4, derived FY minus 9M)",15536.0,USD_millions,derived,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-22-018703",FY less nine-month figure
de_net_sales_and_revenues,2023-01-29,2023,1,company,worldwide net sales and revenues (fiscal quarter),12652.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-23-001877",
de_net_sales_and_revenues,2023-04-30,2023,2,company,worldwide net sales and revenues (fiscal quarter),17387.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-23-010713",
de_net_sales_and_revenues,2023-07-30,2023,3,company,worldwide net sales and revenues (fiscal quarter),15801.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-23-015380",
de_net_sales_and_revenues,2023-10-29,2024,4,company,"worldwide net sales and revenues (fiscal Q4, derived FY minus 9M)",15412.0,USD_millions,derived,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-23-019812",FY less nine-month figure
de_net_sales_and_revenues,2024-01-28,2024,1,company,worldwide net sales and revenues (fiscal quarter),12185.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-24-002149",
de_net_sales_and_revenues,2024-04-28,2024,2,company,worldwide net sales and revenues (fiscal quarter),15235.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-24-008770",
de_net_sales_and_revenues,2024-07-28,2024,3,company,worldwide net sales and revenues (fiscal quarter),13152.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-24-012529",
de_net_sales_and_revenues,2024-10-27,2025,4,company,"worldwide net sales and revenues (fiscal Q4, derived FY minus 9M)",11144.0,USD_millions,derived,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-24-016169",FY less nine-month figure
de_net_sales_and_revenues,2025-01-26,2025,1,company,worldwide net sales and revenues (fiscal quarter),8508.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-25-001714",
de_net_sales_and_revenues,2025-04-27,2025,2,company,worldwide net sales and revenues (fiscal quarter),12763.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-25-008218",
de_net_sales_and_revenues,2025-07-27,2025,3,company,worldwide net sales and revenues (fiscal quarter),12018.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001558370-25-011789",
de_net_sales_and_revenues,2025-11-02,2026,4,company,"worldwide net sales and revenues (fiscal Q4, derived FY minus 9M)",12394.0,USD_millions,derived,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001104659-25-122321",FY less nine-month figure
de_net_sales_and_revenues,2026-02-01,2026,1,company,worldwide net sales and revenues (fiscal quarter),9611.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001104659-26-020158",
de_net_sales_and_revenues,2026-05-03,2026,2,company,worldwide net sales and revenues (fiscal quarter),13369.0,USD_millions,filing,"SEC EDGAR XBRL companyfacts us-gaap:Revenues, accn 0001104659-26-067311",
de_other_allowance,2015-01-31,2015,1,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-02-20__de-us-20150220-q1-10q__469211.md,balance at period end
de_other_allowance,2015-04-30,2015,2,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-05-22__de-us-20150522-q2-10q__468391.md,balance at period end
de_other_allowance,2015-07-31,2015,3,mixed,other allowance,22.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-08-21__de-us-20150821-q3-10q__469127.md,balance at period end
de_other_allowance,2016-01-31,2016,1,mixed,other allowance,22.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-02-19__de-us-20160219-q1-10q__469699.md,balance at period end
de_other_allowance,2016-04-30,2016,2,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-05-20__de-us-20160520-q2-10q__469677.md,balance at period end
de_other_allowance,2016-07-31,2016,3,mixed,other allowance,22.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-08-19__de-us-20160819-q3-10q__469698.md,balance at period end
de_other_allowance,2016-10-30,2017,4,mixed,other allowance,23.0,USD_millions,filing,"SEC EDGAR XBRL R-report, DE 10-Q/10-K, CIK 315189",balance at period end
de_other_allowance,2017-01-29,2017,1,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-02-17__de-us-20170217-q1-10q__469116.md,balance at period end
de_other_allowance,2017-04-30,2017,2,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-05-19__de-us-20170519-q2-10q__469480.md,balance at period end
de_other_allowance,2017-07-30,2017,3,mixed,other allowance,26.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-08-18__de-us-20170818-q3-10q__469477.md,balance at period end
de_other_allowance,2017-10-29,2018,4,mixed,other allowance,26.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md,balance at period end
de_other_allowance,2018-01-28,2018,1,mixed,other allowance,27.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-02-16__de-us-20180216-q1-10q__469205.md,balance at period end
de_other_allowance,2018-04-29,2018,2,mixed,other allowance,27.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-05-18__de-us-20180518-q2-10q__468389.md,balance at period end
de_other_allowance,2018-07-29,2018,3,mixed,other allowance,29.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-08-17__de-us-20180817-q3-10q__469474.md,balance at period end
de_other_allowance,2018-10-28,2019,4,mixed,other allowance,22.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-11-21__de-us-20181121-q4-10k__469201.md,balance at period end
de_other_allowance,2019-01-27,2019,1,mixed,other allowance,23.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-02-15__de-us-20190215-q1-10q__469204.md,balance at period end
de_other_allowance,2019-04-28,2019,2,mixed,other allowance,24.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-05-17__de-us-20190517-q2-10q__469675.md,balance at period end
de_other_allowance,2019-07-28,2019,3,mixed,other allowance,22.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-08-16__de-us-20190816-q3-10q__469206.md,balance at period end
de_other_allowance,2019-11-03,2020,4,mixed,other allowance,21.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-11-27__de-us-20191127-q4-10k__469283.md,balance at period end
de_other_allowance,2020-02-02,2020,1,mixed,other allowance,29.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,balance at period end
de_other_allowance,2020-05-03,2020,2,mixed,other allowance,33.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,balance at period end
de_other_allowance,2020-08-02,2020,3,mixed,other allowance,32.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,balance at period end
de_other_allowance,2020-11-01,2021,4,mixed,other allowance,32.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,balance at period end
de_other_provision,2015-04-30,2015,2,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-05-22__de-us-20150522-q2-10q__468391.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2015-07-31,2015,3,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-08-21__de-us-20150821-q3-10q__469127.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2016-04-30,2016,2,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-05-20__de-us-20160520-q2-10q__469677.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2016-07-31,2016,3,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-08-19__de-us-20160819-q3-10q__469698.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2016-10-30,2017,4,mixed,other provision,5.0,USD_millions,filing,"SEC EDGAR XBRL R-report, DE 10-Q/10-K, CIK 315189",fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2017-01-29,2017,1,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-02-17__de-us-20170217-q1-10q__469116.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2017-04-30,2017,2,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-05-19__de-us-20170519-q2-10q__469480.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2017-07-30,2017,3,mixed,other provision,3.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-08-18__de-us-20170818-q3-10q__469477.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2017-10-29,2018,4,mixed,other provision,9.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2018-01-28,2018,1,mixed,other provision,2.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-02-16__de-us-20180216-q1-10q__469205.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2018-04-29,2018,2,mixed,other provision,2.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-05-18__de-us-20180518-q2-10q__468389.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2018-07-29,2018,3,mixed,other provision,3.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-08-17__de-us-20180817-q3-10q__469474.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2018-10-28,2019,4,mixed,other provision,2.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-11-21__de-us-20181121-q4-10k__469201.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2019-01-27,2019,1,mixed,other provision,2.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-02-15__de-us-20190215-q1-10q__469204.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2019-04-28,2019,2,mixed,other provision,3.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-05-17__de-us-20190517-q2-10q__469675.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2019-07-28,2019,3,mixed,other provision,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-08-16__de-us-20190816-q3-10q__469206.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2019-11-03,2020,4,mixed,other provision,8.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-11-27__de-us-20191127-q4-10k__469283.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2020-02-02,2020,1,mixed,other provision,7.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2020-05-03,2020,2,mixed,other provision,7.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2020-08-02,2020,3,mixed,other provision,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_provision,2020-11-01,2021,4,mixed,other provision,15.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2015-04-30,2015,2,mixed,other recoveries,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-05-22__de-us-20150522-q2-10q__468391.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2016-10-30,2017,4,mixed,other recoveries,1.0,USD_millions,filing,"SEC EDGAR XBRL R-report, DE 10-Q/10-K, CIK 315189",fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2017-10-29,2018,4,mixed,other recoveries,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2018-10-28,2019,4,mixed,other recoveries,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-11-21__de-us-20181121-q4-10k__469201.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2019-11-03,2020,4,mixed,other recoveries,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2019-11-27__de-us-20191127-q4-10k__469283.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2020-08-02,2020,3,mixed,other recoveries,1.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_recoveries,2020-11-01,2021,4,mixed,other recoveries,2.0,USD_millions,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2015-04-30,2015,2,mixed,other writeoffs,-2.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-05-22__de-us-20150522-q2-10q__468391.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2015-07-31,2015,3,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2015-08-21__de-us-20150821-q3-10q__469127.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2016-04-30,2016,2,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-05-20__de-us-20160520-q2-10q__469677.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2016-07-31,2016,3,mixed,other writeoffs,-2.0,USD_millions,filing,challenge/offline-data/deere/filings/2016-08-19__de-us-20160819-q3-10q__469698.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2016-10-30,2017,4,mixed,other writeoffs,-5.0,USD_millions,filing,"SEC EDGAR XBRL R-report, DE 10-Q/10-K, CIK 315189",fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2017-01-29,2017,1,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-02-17__de-us-20170217-q1-10q__469116.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2017-04-30,2017,2,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-05-19__de-us-20170519-q2-10q__469480.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2017-07-30,2017,3,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-08-18__de-us-20170818-q3-10q__469477.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2017-10-29,2018,4,mixed,other writeoffs,-7.0,USD_millions,filing,challenge/offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
de_other_writeoffs,2018-01-28,2018,1,mixed,other writeoffs,-1.0,USD_millions,filing,challenge/offline-data/deere/filings/2018-02-16__de-us-20180216-q1-10q__469205.md,fiscal-quarter flow (10-Q) or full fiscal year (10-K)
