series_id,period_end,fiscal_year,fiscal_quarter,entity,metric,value,units,source_type,source,notes
deere_dealer_loc_us_ca_ag,2020-11-01,2020,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1544,count,filing,filings/2020-11-25__de-us-20201125-q4-10k__105845.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2020-11-01,2020,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,437,count,filing,filings/2020-11-25__de-us-20201125-q4-10k__105845.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2020-11-01,2020,FY,Deere & Company,dealer_locations_us_canada_turf_only,358,count,filing,filings/2020-11-25__de-us-20201125-q4-10k__105845.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_core_ag_cf,2020-11-01,2020,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,1981,count,derived,filings/2020-11-25__de-us-20201125-q4-10k__105845.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_us_ca_total_reported,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_total_as_reported,1990,count,filing,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,As-reported headline count; definition excludes turf-only and roadbuilding-only locations. NOT comparable across FY2017/FY2018 break.
deere_dealer_loc_us_ca_ag,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1545,count,filing,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,445,count,filing,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_turf_only,340,count,filing,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_roadbuilding_only,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_roadbuilding_only,125,count,filing,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,First disclosed FY2021 (post-Wirtgen channel build-out).
deere_dealer_loc_us_ca_core_ag_cf,2021-10-31,2021,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,1990,count,derived,filings/2021-11-24__de-us-20211124-q4-10k__131650.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_us_ca_total_reported,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_total_as_reported,2007,count,filing,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,As-reported headline count; definition excludes turf-only and roadbuilding-only locations. NOT comparable across FY2017/FY2018 break.
deere_dealer_loc_us_ca_ag,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1552,count,filing,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,455,count,filing,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_turf_only,321,count,filing,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_roadbuilding_only,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_roadbuilding_only,114,count,filing,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,First disclosed FY2021 (post-Wirtgen channel build-out).
deere_dealer_loc_us_ca_core_ag_cf,2022-10-30,2022,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,2007,count,derived,filings/2022-11-23__de-us-20221123-q4-10k__105816.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_us_ca_total_reported,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_total_as_reported,2050,count,filing,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,As-reported headline count; definition excludes turf-only and roadbuilding-only locations. NOT comparable across FY2017/FY2018 break.
deere_dealer_loc_us_ca_ag,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1600,count,filing,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,450,count,filing,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_turf_only,280,count,filing,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_roadbuilding_only,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_roadbuilding_only,90,count,filing,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,First disclosed FY2021 (post-Wirtgen channel build-out).
deere_dealer_loc_us_ca_core_ag_cf,2023-10-29,2023,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,2050,count,derived,filings/2023-11-22__de-us-20231122-q4-10k__105844.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_us_ca_total_reported,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_total_as_reported,2050,count,filing,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,As-reported headline count; definition excludes turf-only and roadbuilding-only locations. NOT comparable across FY2017/FY2018 break.
deere_dealer_loc_us_ca_ag,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1600,count,filing,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,450,count,filing,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_turf_only,280,count,filing,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_roadbuilding_only,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_roadbuilding_only,100,count,filing,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,First disclosed FY2021 (post-Wirtgen channel build-out).
deere_dealer_loc_us_ca_core_ag_cf,2024-10-27,2024,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,2050,count,derived,filings/2024-11-21__de-us-20241121-q4-10k__105810.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_us_ca_total_reported,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_total_as_reported,2050,count,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,As-reported headline count; definition excludes turf-only and roadbuilding-only locations. NOT comparable across FY2017/FY2018 break.
deere_dealer_loc_us_ca_ag,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_selling_ag_equipment,1600,count,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,Locations selling agricultural equipment.
deere_dealer_loc_us_ca_cf,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_selling_construction_forestry,450,count,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,Locations selling construction/earthmoving/material handling/roadbuilding/forestry.
deere_dealer_loc_us_ca_turf_only,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_turf_only,260,count,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,Turf-only locations; many also carry non-Deere lines.
deere_dealer_loc_us_ca_roadbuilding_only,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_roadbuilding_only,100,count,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,First disclosed FY2021 (post-Wirtgen channel build-out).
deere_dealer_loc_us_ca_core_ag_cf,2025-11-02,2025,FY,Deere & Company,dealer_locations_us_canada_ag_plus_cf_restated,2050,count,derived,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,DERIVED = ag + C&F locations. The only consistently-defined total across FY2015-FY2025; strips the FY2018 turf-only definitional break.
deere_dealer_loc_brazil,2025-06-10,2025,Q2,Deere & Company,dealer_locations_brazil,275,count,transcript,call-transcripts/2025-06-10__de-us-20250610-call-pres-2__469351.md,"'over 275 unique locations'; floor value, stated at Brazil investor day 10 Jun 2026-fiscal-2025. Deere says this 'nearly tripled over the past 20 years' (slide: 2.7x, 2004-2024)."
deere_dealer_loc_brazil_growth_multiple,2025-06-10,2025,Q2,Deere & Company,dealer_location_growth_multiple_brazil_2004_2024,2.7,ratio,slide,slides/2025-06-10__de-us-20250610-slide__46442.md,Deere Brazil dealer locations 2004-2024. Companion slide metric: avg dealer revenue 12.8x 2014-2024 (>11%/yr). Absolute 2004 base NOT disclosed - do not back-solve as exact.
deere_jdf_dealers_served_global,2025-12-08,2026,Q1,John Deere Financial,dealers_served_by_john_deere_financial_global,1500,count,transcript,call-transcripts/2025-12-08__de-us-20251208-call-pres-2__384036.md,"'about a million customers who we serve through 1,500 dealers', JDF investor day 8 Dec 2025. Counts dealer ENTITIES/organisations financed by JDF globally, not locations. Best available proxy for global dealer-group count; Deere does not disclose a group count in filings."
deere_us_ag_dealer_locations_pirg,2022-02-01,,,Deere & Company,us_ag_dealership_locations_third_party_census,1357,count,web,https://publicinterestnetwork.org/wp-content/uploads/2022/02/Deere-In-The-Headlights-II.pdf,"U.S. PIRG Education Fund, 'Deere in the Headlights II', Feb 2022. US ONLY (10-K figure is US+Canada). Collected from Deere's own dealer locator."
deere_us_ag_loc_share_in_chains_7plus,2022-02-01,,,Deere & Company,share_of_us_ag_locations_in_chains_of_7plus_stores,82,percent,web,https://publicinterestnetwork.org/wp-content/uploads/2022/02/Deere-In-The-Headlights-II.pdf,"Most consolidated of the four majors studied (Deere, Case IH, AGCO, Kubota). 18 of the 20 largest chains in the US service Deere equipment."
deere_us_ag_avg_chain_size,2022-02-01,,,Deere & Company,average_sites_per_us_deere_dealer_chain,8,count,web,https://publicinterestnetwork.org/wp-content/uploads/2022/02/Deere-In-The-Headlights-II.pdf,"'The average Deere chain has about 8 sites'; largest chain network 67 locations. Comparators: largest Case IH chain 57, AGCO 31, Kubota 6."
deere_us_ag_largest_chain_size,2022-02-01,,,Deere & Company,locations_in_largest_us_deere_dealer_chain,67,count,web,https://publicinterestnetwork.org/wp-content/uploads/2022/02/Deere-In-The-Headlights-II.pdf,
deere_us_ag_dealer_groups_derived,2022-02-01,,,Deere & Company,implied_number_of_us_deere_ag_dealer_groups,170,count,derived,https://publicinterestnetwork.org/wp-content/uploads/2022/02/Deere-In-The-Headlights-II.pdf,"DERIVED, APPROXIMATE. PIRG states one Deere chain per 12,018 farms and per 5.3m acres of US farmland; ~2.0m US farms/12,018 = ~166 and ~897m acres/5.3m = ~169. Also 1,357 locations / ~8 sites = ~170. Three independent routes converge on ~170 US Deere ag dealer GROUPS in early 2022. Deere itself never publishes a group count - treat as order-of-magnitude, not exact."
deere_us_all_locations_scraped,2026-08-10,,,Deere & Company,us_deere_branded_dealer_locations_scraped,2240,count,web,https://www.scrapehero.com/location-reports/John%20Deere-USA/,"ScrapeHero location census, collected 10 Aug 2026, US only, 51 states/territories, 1,679 cities. NOT comparable to the 10-K count: scrapes every Deere-branded storefront incl. turf-only and small-format outlets. Directional cross-check only."
top100_dealer_groups_ag_stores,2026-05-01,,,North America ag dealer channel,ag_stores_operated_by_100_largest_dealer_groups,2001,count,web,https://www.farm-equipment.com/articles/25326-2026-update-shows-numerous-shifts-among-north-americas-largest-dealer-groups,"Farm Equipment / Ag Equipment Intelligence 2026 update (4th annual), published ~May 2026. DOWN 11 stores vs the 2025 report; ~1/3 of all ag equipment rooftops in North America. All brands, not Deere-only."
top100_dealer_groups_ag_stores,2025-05-01,,,North America ag dealer channel,ag_stores_operated_by_100_largest_dealer_groups,2012,count,derived,https://www.farm-equipment.com/articles/25326-2026-update-shows-numerous-shifts-among-north-americas-largest-dealer-groups,"DERIVED = 2,001 + 11, from the 2026 update's stated year-over-year change of -11 stores. The 2025 report's own figure was not independently retrieved."
dealer_group_locations,2024-06-01,,,United Ag & Turf,ag_store_locations,97,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Farm Equipment 'Largest Machinery Dealers', June 2024. Rank 1 in NA by ag store count. HQ Waco, TX. Revenue banded '>$2B' by the trade press - PRIVATE company, not an audited disclosure."
dealer_group_locations,2024-06-01,,,Ag-Pro Companies,ag_store_locations,84,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 2. HQ Boston, GA. Revenue banded '>$2B' by trade press; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,Pape Machinery (Pape),ag_store_locations,48,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 5. HQ Eugene, OR. Revenue banded '$1-1.5B' by trade press; PRIVATE, unaudited. Ag stores only - the wider Pape group also runs Deere construction/forestry outlets."
dealer_group_locations,2024-06-01,,,Van Wall Equipment,ag_store_locations,33,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 10. HQ Perry, IA. Revenue banded '$1-1.5B' by trade press; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,AgriVision / PrairieLand,ag_store_locations,32,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 8. HQ Winterset, IA. Revenue banded '$1-1.5B'; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,Hutson Inc.,ag_store_locations,30,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 4. HQ Murray, KY. Revenue banded '$1-1.5B'; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,James River Equipment,ag_store_locations,28,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 7. HQ Ashland, VA. Revenue banded '$1-1.5B'; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,Sloan Implement,ag_store_locations,26,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"Deere dealer. Rank 9. HQ Assumption, IL. Revenue banded '$1-1.5B'; PRIVATE, unaudited."
dealer_group_locations,2024-06-01,,,Titan Machinery (TITN),ag_store_locations,71,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"CNH Industrial (Case IH / New Holland) dealer - NOT a Deere dealer. Rank 3. Included ONLY as the single listed ag-channel comparator; its results are a CNH signal, not a Deere signal."
dealer_group_locations,2024-06-01,,,Rocky Mountain Equipment,ag_store_locations,42,count,web,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"CNH (Case IH / New Holland) dealer, Calgary AB - NOT a Deere dealer. Rank 6."
dealer_group_locations,2026-07-07,2026,Q3,RDO Equipment Co.,ag_store_locations_post_true_north,42,count,web,https://www.realagriculture.com/2026/07/rdo-announces-deal-to-acquire-true-north-john-deere-dealerships/,Deere dealer. Ag locations after the True North acquisition (8 added). RDO runs >85 total locations across 12 states incl. construction/forestry. PRIVATE - no audited financials. Revenue figures circulating on data-broker sites are unverified estimates and are NOT recorded here.
deere_top8_group_share_of_ag_locations,2024-06-01,,,Deere & Company,share_of_deere_us_ca_ag_locations_held_by_8_largest_deere_groups,23.6,percent,derived,https://www.nationalbeefwire.com/farm-equipment-magazine-reports-the-10-largest-machinery-dealers,"DERIVED = (97+84+48+33+32+30+28+26) = 378 ag stores held by the 8 Deere groups in Farm Equipment's NA top 10, over the FY2024 10-K's ~1,600 US+Canada Deere ag locations. Understates true concentration: RDO and other large Deere groups sit outside that top-10 ag ranking."
dealer_group_financials_disclosed,2026-08-16,2026,Q3,RDO Equipment Co.,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private company; no SEC filings. Do not attribute revenue/headcount.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Ag-Pro Companies,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private company; no SEC filings.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Van Wall Equipment,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private company; no SEC filings.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Sydenstricker Nobbe Partners,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private Deere dealer group (MO/IL). No public location count retrieved either; did not appear in the Farm Equipment NA top-10 ag ranking.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Hutson Inc.,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private company; no SEC filings.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Ziegler Companies,audited_financial_statements_public,,boolean,derived,,"NOT DISCLOSED. Private; primarily a CATERPILLAR dealer, also Deere ag in parts of the upper Midwest. No location count verified for its Deere ag operations."
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Papé Group,audited_financial_statements_public,,boolean,derived,,NOT DISCLOSED. Private company; no SEC filings.
dealer_group_financials_disclosed,2026-08-16,2026,Q3,Brandt Tractor / Brandt Group (Canada),audited_financial_statements_public,,boolean,derived,,"NOT DISCLOSED. Private. Acquired Cervus Equipment in 2021, removing the last listed pure-play Deere dealer; Cervus filings remain useful only for the pre-2021 period."
listed_pureplay_deere_dealer_exists,2026-08-16,2026,Q3,North America,public_pureplay_deere_dealer_count,0,count,derived,,"Structural constraint, not missing data: there is genuinely NO listed pure-play North American Deere dealer after Brandt acquired Cervus Equipment in 2021. Titan Machinery is CNH, not Deere."
dealer_ma_locations_transferred,2026-08-03,2026,Q3,RDO Equipment / True North Equipment,deere_ag_locations_changing_ownership,8,count,web,https://www.realagriculture.com/2026/07/rdo-announces-deal-to-acquire-true-north-john-deere-dealerships/,"Announced 7 Jul 2026, targeted close 3 Aug 2026, subject to Deere approval. ~200 employees. Locations: Grand Forks/Grafton/Northwood ND; Thief River Falls/Warren/Kennedy/Mahnomen/Baudette MN. Trade press characterises True North as an established, NOT distressed, group."
dealer_ma_locations_transferred,2026-11-30,2026,Q4,Horizon Ag & Turf / Battle River Implements,deere_locations_in_combined_entity,17,count,web,https://www.tractorzoompro.com/podcasts/market-insights-for-july-2026,"Alberta, Canada. Merger effective 30 Nov 2026; Battle River locations rebrand to Horizon. Described as strategic (footprint + back-office scale), neither party distressed."
dealer_ma_abandoned_locations,2026-05-01,2026,Q2,Enns Bros. / Greenvalley Equipment,deere_locations_in_abandoned_merger,13,count,web,https://www.manitobacooperator.ca/news-opinion/news/john-deere-dealer-chains-enns-bros-greenvalley-equipment-call-off-merger-competition-bureau/,"Manitoba, Canada. Announced mid-Jan 2026; Competition Bureau review opened 23 Jan 2026; file closed 1 May 2026 as ABANDONED by the parties after 'considerable roadblocks and delays'. First evidence in this dataset of an antitrust ceiling on Deere dealer consolidation."
deere_dealer_bankruptcies_identified,2026-08-16,2026,Q3,Deere dealer network (North America),publicly_reported_deere_dealer_bankruptcies_2025_2026,,count,derived,,"NOT ESTABLISHED. Targeted searches surfaced NO reported Deere dealer bankruptcy, liquidation or involuntary closure in 2025-2026. Absence of evidence, not evidence of absence: private dealer insolvencies are frequently unreported. Recorded as blank, not zero."
dealer_profitability_vs_peak,2026-07-01,2026,Q3,North America ag dealer channel,dealer_profitability_decline_from_peak,-30,percent,web,https://www.tractorzoompro.com/podcasts/market-insights-for-july-2026,"Tractor Zoom Pro market insights, July 2026: dealer profitability at a five-year low, ~30% below peak; new machinery sales down 15-20% at most OEMs. All-brand channel estimate, not a Deere disclosure."
dealer_share_forecasting_profit,2026-01-10,2026,Q1,North America ag dealer channel,share_of_dealers_forecasting_a_profitable_year,72.5,percent,web,https://upstream.ag/p/2026-ag-equipment-dealer-business-outlook-trends-report-highlights-and-analysis,"Ag Equipment Intelligence 2026 Dealer Business Outlook (pub. 10 Jan 2026), for calendar 2025: 'the lowest over the last 5 years by a significant margin'. All brands."
