series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
de_cf_operating_margin,2020-02-02,2020,Q1,4.55,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2020-02-02,2020,Q1,93,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_net_sales,2020-02-02,2020,Q1,2507,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_operating_margin,2020-02-02,2020,Q1,8.70,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2020-02-02,2020,Q1,218,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_net_sales,2020-02-02,2020,Q1,1979,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_operating_margin,2020-02-02,2020,Q1,7.83,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2020-02-02,2020,Q1,155,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_net_sales,2020-05-03,2020,Q2,2256,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_operating_margin,2020-05-03,2020,Q2,4.26,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2020-05-03,2020,Q2,96,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_net_sales,2020-05-03,2020,Q2,3365,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_operating_margin,2020-05-03,2020,Q2,16.88,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2020-05-03,2020,Q2,568,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_net_sales,2020-05-03,2020,Q2,2603,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_operating_margin,2020-05-03,2020,Q2,8.68,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2020-05-03,2020,Q2,226,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_net_sales,2020-08-02,2020,Q3,2187,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_operating_margin,2020-08-02,2020,Q3,9.37,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2020-08-02,2020,Q3,205,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_net_sales,2020-08-02,2020,Q3,3289,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_operating_margin,2020-08-02,2020,Q3,18.39,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2020-08-02,2020,Q3,605,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_net_sales,2020-08-02,2020,Q3,2383,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_operating_margin,2020-08-02,2020,Q3,14.14,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2020-08-02,2020,Q3,337,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_net_sales,2020-11-01,2020,FY,8947,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_cf_operating_margin,2020-11-01,2020,FY,6.59,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_cf_operating_profit,2020-11-01,2020,FY,590,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_ppa_net_sales,2020-11-01,2020,FY,12962,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_ppa_operating_margin,2020-11-01,2020,FY,15.19,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_ppa_operating_profit,2020-11-01,2020,FY,1969,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_sat_net_sales,2020-11-01,2020,FY,9363,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_sat_operating_margin,2020-11-01,2020,FY,10.68,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_sat_operating_profit,2020-11-01,2020,FY,1000,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment; annual (four-quarter) figure, not a quarter"
de_cf_net_sales,2020-11-01,2020,Q4,2461,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_operating_margin,2020-11-01,2020,Q4,7.96,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2020-11-01,2020,Q4,196,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Construction & Forestry operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_net_sales,2020-11-01,2020,Q4,3801,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_ppa_operating_margin,2020-11-01,2020,Q4,15.21,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2020-11-01,2020,Q4,578,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Production & Precision Ag operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_net_sales,2020-11-01,2020,Q4,2397,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf net sales; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_sat_operating_margin,2020-11-01,2020,Q4,11.76,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2020-11-01,2020,Q4,282,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=restated; Small Agriculture & Turf operating profit; comparative recast onto the FY2021 three-segment basis (PPA/SAT/CF); originally reported under the legacy-AT single Agriculture & Turf segment
de_cf_net_sales,2021-01-31,2021,Q1,2467,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry net sales
de_cf_operating_margin,2021-01-31,2021,Q1,10.86,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2021-01-31,2021,Q1,268,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating profit
de_ppa_net_sales,2021-01-31,2021,Q1,3069,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag net sales
de_ppa_operating_margin,2021-01-31,2021,Q1,20.95,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2021-01-31,2021,Q1,643,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating profit
de_sat_net_sales,2021-01-31,2021,Q1,2515,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf net sales
de_sat_operating_margin,2021-01-31,2021,Q1,18.65,percent,inference,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2021-01-31,2021,Q1,469,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating profit
de_cf_net_sales,2021-05-02,2021,Q2,3079,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry net sales
de_cf_operating_margin,2021-05-02,2021,Q2,15.88,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2021-05-02,2021,Q2,489,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating profit
de_ppa_net_sales,2021-05-02,2021,Q2,4529,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag net sales
de_ppa_operating_margin,2021-05-02,2021,Q2,22.23,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2021-05-02,2021,Q2,1007,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating profit
de_sat_net_sales,2021-05-02,2021,Q2,3390,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf net sales
de_sat_operating_margin,2021-05-02,2021,Q2,19.12,percent,inference,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2021-05-02,2021,Q2,648,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating profit
de_cf_net_sales,2021-08-01,2021,Q3,3016,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry net sales
de_cf_operating_margin,2021-08-01,2021,Q3,15.35,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2021-08-01,2021,Q3,463,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating profit
de_ppa_net_sales,2021-08-01,2021,Q3,4250,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag net sales
de_ppa_operating_margin,2021-08-01,2021,Q3,21.32,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_ppa_operating_profit,2021-08-01,2021,Q3,906,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating profit
de_sat_net_sales,2021-08-01,2021,Q3,3147,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf net sales
de_sat_operating_margin,2021-08-01,2021,Q3,18.53,percent,inference,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_sat_operating_profit,2021-08-01,2021,Q3,583,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating profit
de_cf_net_sales,2021-10-31,2021,FY,11368,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry net sales; annual (four-quarter) figure, not a quarter"
de_cf_operating_margin,2021-10-31,2021,FY,13.10,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_cf_operating_profit,2021-10-31,2021,FY,1489,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating profit; annual (four-quarter) figure, not a quarter"
de_ppa_net_sales,2021-10-31,2021,FY,16509,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag net sales; annual (four-quarter) figure, not a quarter"
de_ppa_operating_margin,2021-10-31,2021,FY,20.20,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating margin; derived = de_ppa_operating_profit / de_ppa_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_ppa_operating_profit,2021-10-31,2021,FY,3334,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Production & Precision Ag operating profit; annual (four-quarter) figure, not a quarter"
de_sat_net_sales,2021-10-31,2021,FY,11860,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf net sales; annual (four-quarter) figure, not a quarter"
de_sat_operating_margin,2021-10-31,2021,FY,17.24,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating margin; derived = de_sat_operating_profit / de_sat_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table); annual figure, not a quarter"
de_sat_operating_profit,2021-10-31,2021,FY,2045,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"segment_basis=modern-PPA; as_reported_or_restated=as-reported; Small Agriculture & Turf operating profit; annual (four-quarter) figure, not a quarter"
de_cf_net_sales,2021-10-31,2021,Q4,2806,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry net sales
de_cf_operating_margin,2021-10-31,2021,Q4,9.62,percent,inference,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating margin; derived = de_cf_operating_profit / de_cf_net_sales * 100 (denominator is external segment net sales as presented in the earnings-release segment table)
de_cf_operating_profit,2021-10-31,2021,Q4,270,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=modern-PPA; as_reported_or_restated=as-reported; Construction & Forestry operating profit
