series_id,period_end,fiscal_year,fiscal_quarter,segment,component,value,units,source,notes
de_op_bridge,2022-01-30,2022,1,CF,closing_operating_profit,272,USDm,slides/2022-02-18__de-us-20220218-slide__46449.md,"reported quarter, per 8-K segment table: 2022-02-18__de-us-20220218-q1-8k__105812.md"
de_op_bridge,2022-05-01,2022,2,CF,opening_operating_profit,489,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,"prior-year same quarter, per 8-K segment table: 2022-05-20__de-us-20220520-q2-8k__105815.md"
de_op_bridge,2022-05-01,2022,2,CF,volume_mix,-6,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,price,303,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,currency,9,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,warranty,19,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,production_costs,-237,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,sag_rd,-15,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,special_items,279,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,other,-27,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,parse=json_keyed
de_op_bridge,2022-05-01,2022,2,CF,closing_operating_profit,814,USDm,slides/2022-05-20__de-us-20220520-slide__46463.md,"reported quarter, per 8-K segment table: 2022-05-20__de-us-20220520-q2-8k__105815.md"
de_op_bridge,2022-07-31,2022,3,CF,opening_operating_profit,463,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,"prior-year same quarter, per 8-K segment table: 2022-08-19__de-us-20220819-q3-8k__105811.md"
de_op_bridge,2022-07-31,2022,3,CF,volume_mix,-5,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,price,302,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,currency,19,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,warranty,-2,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,production_costs,-262,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,sag_rd,-10,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,special_items,-1,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,other,10,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,parse=json_keyed
de_op_bridge,2022-07-31,2022,3,CF,closing_operating_profit,514,USDm,slides/2022-08-19__de-us-20220819-slide__46460.md,"reported quarter, per 8-K segment table: 2022-08-19__de-us-20220819-q3-8k__105811.md"
de_op_bridge,2022-10-30,2022,4,CF,opening_operating_profit,270,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,"prior-year same quarter, per 8-K segment table: 2022-11-23__de-us-20221123-q4-8k__105825.md"
de_op_bridge,2022-10-30,2022,4,CF,volume_mix,75,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,price,357,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,currency,25,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,warranty,7,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,production_costs,-260,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,sag_rd,-40,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,special_items,-50,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,other,30,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,parse=json_arrays; tie-break: 8-K narrative driver signs
de_op_bridge,2022-10-30,2022,4,CF,closing_operating_profit,414,USDm,slides/2022-11-23__de-us-20221123-slide__46423.md,"reported quarter, per 8-K segment table: 2022-11-23__de-us-20221123-q4-8k__105825.md"
de_op_bridge,2023-01-29,2023,1,CF,opening_operating_profit,272,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,"prior-year same quarter, per 8-K segment table: 2023-02-17__de-us-20230217-q1-8k__105833.md"
de_op_bridge,2023-01-29,2023,1,CF,volume_mix,148,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,price,343,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,currency,27,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,warranty,-2,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,production_costs,-187,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,sag_rd,-24,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,special_items,28,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,other,20,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,parse=prose_aligned
de_op_bridge,2023-01-29,2023,1,CF,closing_operating_profit,625,USDm,slides/2023-02-17__de-us-20230217-slide__46447.md,"reported quarter, per 8-K segment table: 2023-02-17__de-us-20230217-q1-8k__105833.md"
de_op_bridge,2023-04-30,2023,2,CF,opening_operating_profit,814,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,"prior-year same quarter, per 8-K segment table: 2023-05-19__de-us-20230519-q2-8k__105839.md"
de_op_bridge,2023-04-30,2023,2,CF,volume_mix,159,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,price,426,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,currency,-5,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,warranty,-18,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,production_costs,-187,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,sag_rd,-41,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,special_items,-279,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,other,-31,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,parse=prose_aligned/parens+
de_op_bridge,2023-04-30,2023,2,CF,closing_operating_profit,838,USDm,slides/2023-05-19__de-us-20230519-slide__46428.md,"reported quarter, per 8-K segment table: 2023-05-19__de-us-20230519-q2-8k__105839.md"
de_op_bridge,2023-07-30,2023,3,CF,opening_operating_profit,514,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,"prior-year same quarter, per 8-K segment table: 2023-08-18__de-us-20230818-q3-8k__105829.md"
de_op_bridge,2023-07-30,2023,3,CF,volume_mix,26,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,price,327,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,currency,-17,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,warranty,-8,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,production_costs,-32,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,sag_rd,-34,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,special_items,1,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,other,-61,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,parse=prose_aligned
de_op_bridge,2023-07-30,2023,3,CF,closing_operating_profit,716,USDm,slides/2023-08-18__de-us-20230818-slide__46427.md,"reported quarter, per 8-K segment table: 2023-08-18__de-us-20230818-q3-8k__105829.md"
de_op_bridge,2023-10-29,2023,4,CF,opening_operating_profit,414,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,"prior-year same quarter, per 8-K segment table: 2023-11-22__de-us-20231122-q4-8k__105823.md"
de_op_bridge,2023-10-29,2023,4,CF,volume_mix,-8,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,price,214,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,currency,-28,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,warranty,1,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,production_costs,-84,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,sag_rd,0,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,special_items,32,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,other,-25,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,parse=positional_missing_first; tie-break: 8-K narrative driver signs
de_op_bridge,2023-10-29,2023,4,CF,closing_operating_profit,516,USDm,slides/2023-11-22__de-us-20231122-slide__46466.md,"reported quarter, per 8-K segment table: 2023-11-22__de-us-20231122-q4-8k__105823.md"
