series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
idx_used_equipment_values,2025-01-31,2025,Q1,100.00,index,inference,https://www.sandhills.com/news/article/250043377,"CHAIN RESTART (run 5 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-02-28,2025,Q1,99.87,index,inference,https://www.sandhills.com/news/article/250044728,"Run 5. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-04-30,2025,Q2,100.00,index,inference,https://www.sandhills.com/news/article/250044995,"CHAIN RESTART (run 6 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-05-31,2025,Q2,97.91,index,inference,https://www.sandhills.com/news/article/250045125,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-06-30,2025,Q2,97.81,index,inference,https://www.sandhills.com/news/article/250045249,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-07-31,2025,Q3,96.49,index,inference,https://www.sandhills.com/news/article/250045354,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-08-31,2025,Q3,96.04,index,inference,https://www.sandhills.com/news/article/250045479,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-09-30,2025,Q3,95.58,index,inference,https://www.sandhills.com/news/article/250045657,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-10-31,2025,Q4,94.03,index,inference,https://www.sandhills.com/news/article/250045876,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2025-11-30,2025,Q4,94.13,index,inference,https://www.sandhills.com/news/article/250046010,"Run 6. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-01-31,2026,Q1,100.00,index,inference,https://www.sandhills.com/news/article/250046401,"CHAIN RESTART (run 7 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-02-28,2026,Q1,98.95,index,inference,https://www.sandhills.com/news/article/250046662,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-03-31,2026,Q1,97.95,index,inference,https://www.sandhills.com/news/article/250046864,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-04-30,2026,Q2,99.59,index,inference,https://www.sandhills.com/news/article/250047072,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-05-31,2026,Q2,98.69,index,inference,https://www.sandhills.com/news/article/250047334,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-06-30,2026,Q2,99.24,index,inference,https://www.sandhills.com/news/article/250047595,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values,2026-07-31,2026,Q3,97.70,index,inference,https://www.sandhills.com/news/article/250047909,"Run 7. DERIVED index of used high-horsepower tractors auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2023-06-30,2023,Q2,100.00,index,inference,https://www.sandhills.com/news/article/250039968,"CHAIN RESTART (run 1 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-01-31,2024,Q1,100.00,index,inference,https://www.sandhills.com/news/article/250041375,"CHAIN RESTART (run 2 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-03-31,2024,Q1,100.00,index,inference,https://www.sandhills.com/news/article/250041763,"CHAIN RESTART (run 3 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-04-30,2024,Q2,99.85,index,inference,https://www.sandhills.com/news/article/250041954,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-05-31,2024,Q2,96.66,index,inference,https://www.sandhills.com/news/article/250042180,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-06-30,2024,Q2,93.93,index,inference,https://www.sandhills.com/news/article/250042343,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-07-31,2024,Q3,93.48,index,inference,https://www.sandhills.com/news/article/250042505,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-08-31,2024,Q3,91.58,index,inference,https://www.sandhills.com/news/article/250042680,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-09-30,2024,Q3,89.61,index,inference,https://www.sandhills.com/news/article/250042818,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-10-31,2024,Q4,90.08,index,inference,https://www.sandhills.com/news/article/250043052,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2024-11-30,2024,Q4,95.05,index,inference,https://www.sandhills.com/news/article/250043171,"Run 3. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-02-28,2025,Q1,100.00,index,inference,https://www.sandhills.com/news/article/250044728,"CHAIN RESTART (run 4 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-04-30,2025,Q2,100.00,index,inference,https://www.sandhills.com/news/article/250044995,"CHAIN RESTART (run 5 begins here): the source releases skip at least one month before this date, so this 100.00 is a NEW base, NOT a move in value. Do not difference this row against the row before it. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-05-31,2025,Q2,102.43,index,inference,https://www.sandhills.com/news/article/250045125,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-06-30,2025,Q2,99.72,index,inference,https://www.sandhills.com/news/article/250045249,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-07-31,2025,Q3,101.24,index,inference,https://www.sandhills.com/news/article/250045354,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-08-31,2025,Q3,96.16,index,inference,https://www.sandhills.com/news/article/250045479,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-09-30,2025,Q3,97.63,index,inference,https://www.sandhills.com/news/article/250045657,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-10-31,2025,Q4,93.78,index,inference,https://www.sandhills.com/news/article/250045876,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-11-30,2025,Q4,98.48,index,inference,https://www.sandhills.com/news/article/250046010,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2025-12-31,2025,Q4,104.50,index,inference,https://www.sandhills.com/news/article/250046195,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-01-31,2026,Q1,106.51,index,inference,https://www.sandhills.com/news/article/250046401,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-02-28,2026,Q1,107.23,index,inference,https://www.sandhills.com/news/article/250046662,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-03-31,2026,Q1,106.01,index,inference,https://www.sandhills.com/news/article/250046864,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-04-30,2026,Q2,104.96,index,inference,https://www.sandhills.com/news/article/250047072,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-05-31,2026,Q2,103.36,index,inference,https://www.sandhills.com/news/article/250047334,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-06-30,2026,Q2,102.84,index,inference,https://www.sandhills.com/news/article/250047595,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
idx_used_equipment_values_combines,2026-07-31,2026,Q3,102.33,index,inference,https://www.sandhills.com/news/article/250047909,"Run 5. DERIVED index of used self-propelled combines auction values, built by chain-linking the month-over-month percentage changes Sandhills publishes. Base = 100.00 at the first month of each unbroken run of consecutive monthly observations, so levels are comparable ONLY within a run. Not a Sandhills-published index level; the underlying observables are the us_used_*_auction_value_mom_pct / _yoy_pct series, which are preferable for modelling."
us_ag_constr_mining_machinery_ip,2005-01-31,2005,Q1,103.8665,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-02-28,2005,Q1,102.0563,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-03-31,2005,Q1,105.0460,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-04-30,2005,Q2,108.1307,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-05-31,2005,Q2,110.8497,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-06-30,2005,Q2,113.3747,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-07-31,2005,Q3,103.4720,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-08-31,2005,Q3,104.4191,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-09-30,2005,Q3,107.5523,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-10-31,2005,Q4,105.9135,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
us_ag_constr_mining_machinery_ip,2005-11-30,2005,Q4,107.7820,index,api,https://fred.stlouisfed.org/graph/fredgraph.csv?id=IPG33311S,"Industrial Production: Agriculture, Construction and Mining Machinery (NAICS 3331), index 2017=100, SA, monthly. Real output volume cross-check; NOT price."
