series_id,period_end,fiscal_year,fiscal_quarter,geography,country,segment,value,units,source_type,source,notes
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,AT,138,USDm,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,CF,172,USDm,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,FS,156,USDm,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,TOTAL,466,USDm,filing,challenge/offline-data/deere/filings/2020-02-21__de-us-20200221-q1-10q__468373.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,AT,266,USDm,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 6mo less 3mo (from 2020-02-21__de-us-20200221-q1-10q__468373.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,CF,166,USDm,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 6mo less 3mo (from 2020-02-21__de-us-20200221-q1-10q__468373.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,FS,151,USDm,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 6mo less 3mo (from 2020-02-21__de-us-20200221-q1-10q__468373.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,TOTAL,583,USDm,filing,challenge/offline-data/deere/filings/2020-05-21__de-us-20200521-q2-10q__469470.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 6mo less 3mo (from 2020-02-21__de-us-20200221-q1-10q__468373.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,AT,295,USDm,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 9mo less 6mo (from 2020-05-21__de-us-20200521-q2-10q__469470.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,CF,194,USDm,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 9mo less 6mo (from 2020-05-21__de-us-20200521-q2-10q__469470.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,FS,146,USDm,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 9mo less 6mo (from 2020-05-21__de-us-20200521-q2-10q__469470.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,TOTAL,635,USDm,filing,challenge/offline-data/deere/filings/2020-08-20__de-us-20200820-q3-10q__105822.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 9mo less 6mo (from 2020-05-21__de-us-20200521-q2-10q__469470.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,AT,291,USDm,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 12mo less 9mo (from 2020-08-20__de-us-20200820-q3-10q__105822.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,CF,270,USDm,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 12mo less 9mo (from 2020-08-20__de-us-20200820-q3-10q__105822.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,FS,145,USDm,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 12mo less 9mo (from 2020-08-20__de-us-20200820-q3-10q__105822.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,TOTAL,706,USDm,filing,challenge/offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md,"segment basis: Agriculture & Turf / CF / FS (pre-2021 structure, as originally filed); 12mo less 9mo (from 2020-08-20__de-us-20200820-q3-10q__105822.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)"
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,PPA,75,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,SAT,63,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,CF,172,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,FS,156,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-02-02,2020,Q1,Canada,Canada,TOTAL,466,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,PPA,186,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,SAT,80,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,CF,166,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,FS,151,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-05-03,2020,Q2,Canada,Canada,TOTAL,583,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,PPA,199,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,SAT,96,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,CF,194,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,FS,146,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-08-02,2020,Q3,Canada,Canada,TOTAL,635,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,PPA,180,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,SAT,111,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,CF,270,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,FS,145,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2020-11-01,2020,Q4,Canada,Canada,TOTAL,706,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-01-31,2021,Q1,Canada,Canada,PPA,112,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-01-31,2021,Q1,Canada,Canada,SAT,79,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-01-31,2021,Q1,Canada,Canada,CF,188,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-01-31,2021,Q1,Canada,Canada,FS,154,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-01-31,2021,Q1,Canada,Canada,TOTAL,533,USDm,filing,challenge/offline-data/deere/filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-05-02,2021,Q2,Canada,Canada,PPA,252,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-05-02,2021,Q2,Canada,Canada,SAT,144,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-05-02,2021,Q2,Canada,Canada,CF,320,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-05-02,2021,Q2,Canada,Canada,FS,153,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-05-02,2021,Q2,Canada,Canada,TOTAL,869,USDm,filing,challenge/offline-data/deere/filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 6mo less 3mo (from 2021-02-19__de-us-20210219-q1-10q__105814.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-08-01,2021,Q3,Canada,Canada,PPA,253,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-08-01,2021,Q3,Canada,Canada,SAT,153,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-08-01,2021,Q3,Canada,Canada,CF,285,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-08-01,2021,Q3,Canada,Canada,FS,162,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-08-01,2021,Q3,Canada,Canada,TOTAL,853,USDm,filing,challenge/offline-data/deere/filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 9mo less 6mo (from 2021-05-21__de-us-20210521-q2-10q__105821.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-10-31,2021,Q4,Canada,Canada,PPA,236,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-10-31,2021,Q4,Canada,Canada,SAT,122,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-10-31,2021,Q4,Canada,Canada,CF,254,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-10-31,2021,Q4,Canada,Canada,FS,148,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2021-10-31,2021,Q4,Canada,Canada,TOTAL,760,USDm,filing,challenge/offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 12mo less 9mo (from 2021-08-20__de-us-20210820-q3-10q__105837.md); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2022-01-30,2022,Q1,Canada,Canada,PPA,139,USDm,filing,challenge/offline-data/deere/filings/2022-02-18__de-us-20220218-q1-10q__105834.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2022-01-30,2022,Q1,Canada,Canada,SAT,122,USDm,filing,challenge/offline-data/deere/filings/2022-02-18__de-us-20220218-q1-10q__105834.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2022-01-30,2022,Q1,Canada,Canada,CF,332,USDm,filing,challenge/offline-data/deere/filings/2022-02-18__de-us-20220218-q1-10q__105834.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
de_revrec_canada,2022-01-30,2022,Q1,Canada,Canada,FS,152,USDm,filing,challenge/offline-data/deere/filings/2022-02-18__de-us-20220218-q1-10q__105834.md,segment basis: PPA/SAT/CF/FS (post-2021 reporting structure); 3-month table (as reported); ASC 606 revenue from contracts with customers (NOT the 8-K segment net sales basis)
