series_id,date,plant,city,state_or_region,country,segment,metric,value,units,source_type,source,notes
plant.horicon.products_count,2025-12-01,John Deere Horicon Works,Horicon,Wisconsin,United States,SAT,products_count,4,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=filing; orientation=mixed; products=Gator utility vehicles | lawn and garden tractors (X300/500/700/900) | golf and turf reel mowers | walk-behind greens mowers
plant.fuquay-varina.products_count,2025-12-01,John Deere Turf Care,Fuquay-Varina,North Carolina,United States,SAT,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=filing; orientation=mixed; products=commercial mowers | golf course mowers | turf utility vehicles
plant.kernersville.products_count,2025-12-01,John Deere Kernersville Campus,Kernersville,North Carolina,United States,CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf","geo_cell=United States; seg_src=filing; orientation=domestic; orientation_basis=built to replace excavators previously imported from Japan (Hitachi JV exit); products=mid-size hydraulic excavators | small excavators (west campus, from 2026) | Kreisel battery packs"
plant.coffeyville.products_count,2025-12-01,John Deere Coffeyville Works (Funk Manufacturing),Coffeyville,Kansas,United States,CF;PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=domestic; orientation_basis=component plant feeding Deere assembly plants; not in 10-K Item 2 table; products=power transmission equipment | drivetrain and power-system components
plant.thibodaux.products_count,2025-12-01,John Deere Thibodaux,Thibodaux,Louisiana,United States,PPA;CF,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=export; orientation_basis=world's largest sugarcane-equipment producer; sugarcane demand is Brazil/Asia-weighted; products=sugarcane harvesters | cotton stripper heads | scrapers | cane loaders | airbooms
plant.valley-city.products_count,2025-12-01,John Deere Seeding Group Valley City,Valley City,North Dakota,United States,PPA,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=domestic; products=air seeders | commodity carts | tillage equipment
plant.fargo.products_count,2025-12-01,John Deere Electronic Solutions,Fargo,North Dakota,United States,PPA;SAT;CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=mixed; orientation_basis=components feed all three equipment segments; products=electronic controllers | displays | precision-ag electronics
plant.springfield-mo.products_count,2025-12-01,John Deere Reman Springfield,Springfield,Missouri,United States,PPA;SAT;CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=domestic; products=remanufactured engines | remanufactured transmissions | axles and components
plant.rock-island.products_count,2025-12-01,John Deere Rock Island (all-makes parts),Rock Island,Illinois,United States,,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=domestic; products=all-makes replacement parts
plant.vancouver-ca.products_count,2025-12-01,John Deere Forestry Vancouver,Vancouver,British Columbia,Canada,CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Canada; seg_src=inference; orientation=mixed; products=forestry swing machines | tracked feller bunchers | tracked harvesters
plant.altona.products_count,2025-12-01,John Deere Altona (aftermarket ag parts),Altona,Manitoba,Canada,,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Canada; seg_src=inference; orientation=domestic; products=aftermarket agricultural parts
plant.horizontina.products_count,2025-12-01,John Deere Brasil Ltda Horizontina,Horizontina,Rio Grande do Sul,Brazil,PPA,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=filing; orientation=mixed; orientation_basis=principal Brazilian combine plant; serves Brazil and LatAm export; products=combine harvesters | headers | planting equipment
plant.montenegro.products_count,2025-12-01,John Deere Brasil Ltda Montenegro,Montenegro,Rio Grande do Sul,Brazil,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=filing; orientation=domestic; products=ag tractors
plant.catalao.products_count,2025-12-01,John Deere Brasil Ltda Catalao,Catalao,Goias,Brazil,PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=filing; orientation=mixed; products=sugarcane harvesters | self-propelled sprayers
plant.canoas.products_count,2025-12-01,John Deere Canoas,Canoas,Rio Grande do Sul,Brazil,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=inference; orientation=domestic; products=self-propelled sprayers
plant.indaiatuba.products_count,2025-12-01,John Deere Brazil Construction Factory (Indaiatuba),Indaiatuba,Sao Paulo,Brazil,CF,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=filing; orientation=mixed; products=backhoe loaders | 4WD loaders | hydraulic excavators | crawler dozers | motor graders
plant.porto-alegre.products_count,2025-12-01,Wirtgen Group Porto Alegre (Ciber),Porto Alegre,Rio Grande do Sul,Brazil,CF,products_count,4,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=inference; orientation=mixed; products=milling machines | pavers | rollers | mobile asphalt mixing plants
plant.rosario.products_count,2025-12-01,Industrias John Deere Argentina (Rosario/Granadero Baigorria),Rosario,Santa Fe,Argentina,PPA,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=inference; orientation=domestic; products=diesel engines and components | ag tractors | combine harvesters
plant.campana.products_count,2025-12-01,John Deere Campana,Campana,Buenos Aires,Argentina,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=inference; orientation=domestic; products=sprayer booms
plant.las-rosas.products_count,2025-12-01,John Deere Las Rosas,Las Rosas,Santa Fe,Argentina,PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Latin America; seg_src=inference; orientation=domestic; products=sprayers | planters
plant.monterrey.products_count,2025-12-01,Industrias John Deere SA de CV (Monterrey),Monterrey,Nuevo Leon,Mexico,SAT;PPA;CF,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=filing; orientation=export; orientation_basis=Mexican plants feed US/global assembly and the US retail market; located in LatAm; products=components | planters | small skid-steer loaders | mower conditioners | rotary cutters
plant.ramos-arizpe.products_count,2025-12-01,John Deere Ramos Arizpe,Ramos Arizpe,Coahuila,Mexico,PPA;SAT,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf","geo_cell=United States; seg_src=inference; orientation=export; orientation_basis=took over large-tractor cab production moved from Waterloo, Iowa; products=tractor-mounted loaders | operator stations | cabs | hydraulic cylinders | components"
plant.saltillo.products_count,2025-12-01,John Deere Saltillo,Saltillo,Coahuila,Mexico,SAT;PPA,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=inference; orientation=export; products=ag tractors | transmissions | axles | electronics | components
plant.torreon.products_count,2025-12-01,Torreon Engine Factory,Torreon,Coahuila,Mexico,PPA;SAT;CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=United States; seg_src=filing; orientation=export; products=diesel engines | electronics | axles
plant.mannheim.products_count,2025-12-01,John Deere Werke Mannheim,Mannheim,Baden-Wuerttemberg,Germany,SAT;PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; orientation_basis=largest Deere plant in Europe; tractors exported worldwide; products=mid-size ag tractors (5R/6M/6R) | European headquarters
plant.zweibruecken.products_count,2025-12-01,John Deere Werke Zweibruecken,Zweibruecken,Rhineland-Palatinate,Germany,PPA;SAT,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; orientation_basis=sole European combine/forager plant; serves EMEA and export; products=combine harvesters | self-propelled forage harvesters
plant.bruchsal.products_count,2025-12-01,John Deere Bruchsal,Bruchsal,Baden-Wuerttemberg,Germany,PPA;SAT,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf","geo_cell=Western Europe; seg_src=inference; orientation=domestic; orientation_basis=captive cab supplier to Mannheim and Zweibruecken; products=operator cabs for tractors, combines, foragers and sprayers | European parts distribution centre"
plant.stadtlohn.products_count,2025-12-01,John Deere Kemper Stadtlohn,Stadtlohn,North Rhine-Westphalia,Germany,PPA,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=forage harvester headers | pickups | tractor-mounted choppers
plant.windhagen.products_count,2025-12-01,Wirtgen GmbH,Windhagen,Rhineland-Palatinate,Germany,CF,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; products=cold milling machines | recyclers | slipform pavers | surface miners | Wirtgen Group headquarters
plant.goeppingen.products_count,2025-12-01,Kleemann GmbH,Goeppingen,Baden-Wuerttemberg,Germany,CF,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; products=mobile crushers | screening plants
plant.ludwigshafen.products_count,2025-12-01,Joseph Voegele AG,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,CF,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; products=asphalt pavers
plant.tirschenreuth.products_count,2025-12-01,Hamm AG,Tirschenreuth,Bavaria,Germany,CF,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; products=compactors | rollers
plant.wittlich.products_count,2025-12-01,Benninghoven (Wittlich / Muelheim an der Mosel),Wittlich,Rhineland-Palatinate,Germany,CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=stationary asphalt mixing plants | mobile asphalt plants | granulators
plant.saran.products_count,2025-12-01,Saran Engine Factory (John Deere Power Systems),Saran,Centre-Val de Loire,France,SAT;PPA;CF,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=mixed; orientation_basis=majority of output is captive to Deere equipment plants; remainder sold to third-party OEMs; products=diesel engines 2.9L/4.5L/6.8L | engine product engineering
plant.arc-les-gray.products_count,2025-12-01,John Deere Arc-les-Gray,Arc-les-Gray,Bourgogne-Franche-Comte,France,SAT;PPA,products_count,4,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=balers | mower conditioners | front loaders | feederhouses
plant.largeasse.products_count,2025-12-01,Monosem Largeasse,Largeasse,Nouvelle-Aquitaine,France,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=precision planters
plant.moncoutant.products_count,2025-12-01,Monosem Moncoutant,Moncoutant,Nouvelle-Aquitaine,France,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=precision planters
plant.getafe.products_count,2025-12-01,John Deere Iberica S.A. (Getafe),Getafe,Madrid,Spain,PPA;CF;SAT,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; orientation_basis=captive component plant supplying Deere assembly plants worldwide; products=transmissions | final drives and gearboxes | gears and shafts
plant.valencia.products_count,2025-12-01,John Deere Valencia,Valencia,Valencia,Spain,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=sprayer booms
plant.joensuu.products_count,2025-12-01,John Deere Forestry Oy Joensuu,Joensuu,North Karelia,Finland,CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=filing; orientation=export; orientation_basis=Deere: world's largest forest machine factory; output overwhelmingly exported; products=cut-to-length forestry harvesters | forwarders | harvesting heads
plant.horst.products_count,2025-12-01,John Deere Horst (Douven),Horst,Limburg,Netherlands,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=trailed and mounted spraying equipment
plant.ravenna.products_count,2025-12-01,John Deere Ravenna,Ravenna,Emilia-Romagna,Italy,PPA,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=export; products=sprayers
plant.rainbach.products_count,2025-12-01,John Deere (Kreisel) Rainbach,Rainbach im Muehlkreis,Upper Austria,Austria,PPA;SAT;CF,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Western Europe; seg_src=inference; orientation=domestic; orientation_basis=primarily development/innovation site per Deere locations list; products=electric battery development | battery packs
plant.pune.products_count,2025-12-01,John Deere Pune Works,Pune (Sanaswadi),Maharashtra,India,SAT;CF,products_count,5,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf","geo_cell=Asia/Africa/Oceania/Middle East; seg_src=filing; orientation=export; orientation_basis=India tractor exports are a material share of Deere small-tractor volume; products=ag tractors | engines | transmissions | electronics | road rollers, screens, pavers and stackers (Wirtgen India)"
plant.dewas.products_count,2025-12-01,John Deere Dewas,Dewas,Madhya Pradesh,India,SAT,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=mixed; orientation_basis=Deere: builds small tractors for India and export to nearby markets; products=small ag tractors
plant.tianjin.products_count,2025-12-01,John Deere Tianjin Works,Tianjin,Tianjin,China,PPA;CF,products_count,4,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=domestic; orientation_basis=China plants primarily serve the domestic Chinese market; products=ag tractors | 4WD loaders | hydraulic excavators | transmissions
plant.jiamusi.products_count,2025-12-01,John Deere Jiamusi,Jiamusi,Heilongjiang,China,PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=domestic; products=combine harvesters | cotton harvesting equipment
plant.langfang.products_count,2025-12-01,Wirtgen China (Langfang),Langfang,Hebei,China,CF,products_count,3,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=domestic; products=milling machines | pavers | rollers
plant.beit-hashita.products_count,2025-12-01,John Deere Beit Hashita,Beit Hashita,Northern District,Israel,PPA,products_count,2,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=export; products=cotton picker repair parts | cotton picker row units
plant.tokoroa.products_count,2025-12-01,Waratah Forestry Equipment Tokoroa,Tokoroa,Waikato,New Zealand,CF,products_count,1,count,company-site,"Deere & Company, 'John Deere Worldwide - All locations', December 2025, https://www.deere.com/assets/pdfs/common/our-company/about/jd-world-locations.pdf",geo_cell=Asia/Africa/Oceania/Middle East; seg_src=inference; orientation=export; products=forestry harvesting heads
plant.east-moline.year_opened,1912-01-01,John Deere Harvester Works,East Moline,Illinois,United States,PPA,year_opened,1912,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/harvester-works,Deere factory timeline: factory opened 1912
plant.dubuque.year_opened,1946-05-01,John Deere Dubuque Works,Dubuque,Iowa,United States,CF,year_opened,1946,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/dubuque-works,opened May 1946
plant.davenport.year_opened,1974-01-01,John Deere Davenport Works,Davenport,Iowa,United States,CF,year_opened,1974,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/davenport-works,first 4WD loader production 1974; 50th anniversary 2024
plant.des-moines.year_opened,1947-01-01,John Deere Des Moines Works,Ankeny (Des Moines),Iowa,United States,PPA,year_opened,1947,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/des-moines-works,Deere bought the WWII ordnance plant from DoD in 1947; first machine 1948
plant.horicon.year_opened,1911-01-01,John Deere Horicon Works,Horicon,Wisconsin,United States,SAT,year_opened,1911,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/horicon-works,site founded 1861 by Van Brunt; John Deere purchased it in 1911
plant.thibodaux.year_opened,1965-01-01,John Deere Thibodaux,Thibodaux,Louisiana,United States,PPA;CF,year_opened,1965,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/thibodaux,first cane loaders 1965 (Cameco lineage; Deere partnership from 1987)
plant.waterloo.year_opened,1918-01-01,John Deere Waterloo Works / Engine Works / Foundry / Drivetrain,Waterloo,Iowa,United States,PPA;CF,year_opened,1918,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/waterloo,Deere purchased the Waterloo Gasoline Engine Company in 1918
plant.kernersville.year_opened,1988-01-01,John Deere Kernersville Campus,Kernersville,North Carolina,United States,CF,year_opened,1988,year,company-site,https://www.deere.com/en-us/our-company/locations/factories/kernersville,excavator production begins 1988
plant.fuquay-varina.year_opened,1997-01-01,John Deere Turf Care,Fuquay-Varina,North Carolina,United States,SAT,year_opened,1997,year,news,https://www.lawnandlandscape.com/news/ll-072717-john-deere-turf-care-anniversary/,Turf Care facility opened 1997 (20th anniversary reported 2017)
plant.saran.year_opened,1963-01-01,Saran Engine Factory (John Deere Power Systems),Saran,Centre-Val de Loire,France,SAT;PPA;CF,year_opened,1963,year,news,https://www.terre-net.fr/john-deere/article/116939/john-deere-power-system-le-made-in-france-de-l-americain,engine plant at Saran since 1963
plant.joensuu.year_opened,1972-01-01,John Deere Forestry Oy Joensuu,Joensuu,North Karelia,Finland,CF,year_opened,1972,year,news,https://forestmachinemagazine.com/50-years-of-joensuu-forest-machine-factory/,Rauma-Repola machine shop established Joensuu 1972; Deere acquired Timberjack lineage
plant.kernersville.site_area_sqft,2024-05-01,John Deere Kernersville Campus,Kernersville,North Carolina,United States,CF,site_area_sqft,1700000,sqft,company-site,https://www.deere.com/en-us/our-company/locations/factories/kernersville,campus floor space ~1.7m sqft
plant.kernersville.site_area_acres,2024-05-01,John Deere Kernersville Campus,Kernersville,North Carolina,United States,CF,site_area_acres,111,acres,company-site,https://www.deere.com/en-us/our-company/locations/factories/kernersville,expanded from 52 to 111 acres
